IN,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
5252,4.248801522,6.2,-2.69,0.93,30.3,0.046,55,204,0.99745,3.16,-0.66,9.1,1,1.945910149,2
5264,2.844613775,7.4,0.67,0.1,64.9,-0.97,12,48,0.99888,2.26,-0.55,9.5,0,2.302585093,2
5266,1.657306817,7.5,-0.35,-1.33,-17.2,0.042,49,-552,0.90983,3.21,0.43,8.8,-2,1.791759469,1
5271,4.697476197,2.2,0.47,0.31,9,-0.352,39,-10,1.01867,3.1,0.5,9.2,1,2.079441542,3
5273,3.455776055,-4.7,0.31,1.49,-45,0.031,281,151,0.99755,3.36,0.82,12,0,1.945910149,2
5276,3.152844734,4.4,0.32,0.39,4.3,0.38,-137,127,0.9375,3.46,0.36,12.8,-2,1.609437912,2
5278,4.619715955,6.3,-0.29,0.81,4.7,0.04,-1,-18,0.9514,3.07,0.75,10.7,0,1.945910149,3
5281,1.100985956,8.1,2.55,0.63,12.3,0.049,50,531,0.9971,2.57,0.57,10.2,-1,2.197224577,1
5283,3.831212615,4.4,0.74,0.09,2,0.067,5,10,1.07201,3.97,0.57,11.8,0,2.197224577,3
5291,4.726488236,4.5,-0.115,1.44,-30.8,-0.072,6,31,0.9986,3.23,0.56,10.1,2,2.302585093,3
5294,5.547897309,17.4,-1.47,0.33,-34.4,0.046,31,123,0.9983,3.85,0.4,4.6,2,1.945910149,3
5296,3.295015549,7.1,-0.28,-0.27,52.7,-0.207,46,289,0.96754,3.92,0.59,12.5,0,2.079441542,2
5297,3.016279711,3.1,0.63,0.07,-7.3,0.09,-104,37,0.9979,3.28,0.76,13.7,0,2.079441542,2
5313,3.255508241,6.9,1.3,-0.39,7.8,0.423,11,548,0.996,3.23,0.15,8.1,0,1.945910149,2
5314,1.988386135,6.2,0.5,0.12,1.8,0.539,279,416,0.9512,3.28,0.87,9.8,0,2.079441542,1
5321,2.823923219,-2.8,1.41,0.3,44.5,0.241,60,491,1.01932,3.7,-0.25,9.3,-1,1.945910149,2
5325,2.824768827,7.1,0.23,-1.31,3.5,0.038,344,112,0.99157,4.18,0.37,18.16666667,-1,2.079441542,2
5326,4.194416228,4.4,2.81,0.27,60.8,0.169,63,344,0.99854,3.66,0.43,6.6,0,1.945910149,3
5328,4.284491041,6.3,-1.04,0.37,1.5,0.024,12,76,0.98876,3.38,0.39,12.3,-1,1.945910149,3
5334,2.258198639,6.1,0.53,1.19,-61,-0.338,24,139,0.99528,4.85,0.68,16.5,0,1.945910149,1
5338,3.652016746,5.1,0,0.42,18.05,-0.362,-201,688,1.03881,4.23,1.19,13.8,1,2.079441542,2
5344,0.569147044,4.5,0.62,-0.66,43.5,0.424,11,-153,0.9964,3.15,0.66,4.5,-2,2.197224577,1
5348,3.986406433,6.8,0.57,2.12,-69,0.072,32,-210,0.9801,3.43,-0.86,5.7,-1,1.945910149,3
5352,4.797699949,16.8,1.01,0.24,2,-0.205,19,-203,0.9917,3.72,0.74,18.7,0,1.791759469,3
5353,3.675256263,6,0.18,1.77,24,0.317,40,-132,0.96953,1.88,0.62,10.8,0,1.791759469,2
5354,2.109259358,9.1,0.28,0.56,1.9,0.694,52,280,1.03272,3.3,-1.55,12,1,2.197224577,1
5361,1.476414014,1.7,1.52,0.58,1.9,0.071,5,18,0.998,3.09,0.75,10,-1,2.564949357,2
5364,2.334624524,15.2,0.39,-0.64,11.1,0.327,-27,-67,0.96609,3.05,1.14,16.4,1,2.079441542,1
5365,3.457646766,6.2,0.3,1.27,1.1,0.032,53,-37,0.91579,2.97,0.42,11.3,0,1.945910149,2
5367,2.698083766,5.8,1.57,0.87,-45.3,0.506,195,381,0.99378,2.67,0.59,11,-2,1.791759469,2
5379,3.962774243,5.2,0.34,0.39,1.4,0.098,3,7,1.01204,3.19,1.53,11.4,1,2.397895273,3
5382,2.76899375,7.1,0.12,0.84,-41.7,0.276,-489,94,1.01062,4.27,0.56,17,-1,1.945910149,2
5386,4.728482928,3.6,0.27,1.46,25.75,0.042,34,454,1.0002,2.96,0.5,4.6,1,2.079441542,3
5395,3.749117748,-16.3,1.34,-0.84,-26.7,-0.556,16,128,0.97468,3.34,0.58,15.9,0,1.791759469,2
5410,3.384223372,7.7,0.27,0.34,1.8,0.42,13,-158,0.9911,2.99,0.48,7.7,1,2.079441542,2
5411,2.394947321,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.74,12.3,1,2.079441542,1
5416,4.414711741,-3,-0.16,0.28,56.55,1.208,-132,78,1.0368,2.78,2.01,12.4,1,2.079441542,3
5424,3.14039232,12.4,-0.3,-0.25,11,0.052,53,247,0.9984,4.53,0.26,9.3,2,1.945910149,1
5426,1.79061542,7.5,0.88,1.33,6.5,0.626,53,501,1.06643,3.03,0.38,10.9,0,2.079441542,1
5428,3.478545471,0,0.65,0.12,-38.9,0.303,-119,10,1.0288,4.59,0.14,13.5,0,1.791759469,2
5430,5.813306121,6.4,-0.21,0.32,14.9,0.279,36,162,0.96381,3.28,0.5,14.9,0,1.945910149,4
5433,2.142165329,-1.6,0.32,-0.13,8.25,-0.288,14,441,0.96508,2.76,0.44,11.4,0,2.079441542,1
5437,2.849942063,6.1,0.15,-0.34,40.6,0.035,-80,83,1.04184,2.69,2.06,12.2,-1,1.945910149,2
5440,2.93522133,28.3,1.44,2.24,1.6,0.06,12,521,0.99008,3.13,0.52,12.2,1,1.791759469,1
5442,4.636416155,7.2,0.35,-1.18,5.6,-0.389,12,315,1.03236,2.93,2.95,4.4,1,2.079441542,3
5445,2.389335982,7.9,-0.39,0.44,51.3,-0.191,61,230,0.99505,3.54,0.4,11.8,0,1.945910149,1
5449,3.527455735,6.8,-0.36,0.32,-8.8,-0.091,10,316,0.98844,2.7,0.67,8.5,0,1.945910149,2
5452,3.337328223,11.4,1.18,-1.23,-61.2,0.038,34,117,0.95734,3.36,0.59,13.9,0,1.945910149,2
5460,1.282922897,6.1,1.06,0.69,-19.8,0.196,-167,28,1.03251,3.98,0.73,16.2,-1,2.079441542,1
5461,1.219231529,7.1,1.93,2.02,7.1,0.284,28,426,1.02611,4.83,-0.95,5.4,-1,2.079441542,1
5465,3.08117941,6.7,-0.52,0.13,1.4,-0.372,-96,195,0.9937,3.52,0.54,9.4,-1,1.945910149,2
5467,4.468771316,6.8,0.98,0.35,2.3,0.042,16,85,0.94917,3.19,0.54,8.6,0,1.945910149,3
5471,3.745882549,7.9,-0.38,1.63,-8.6,-0.7,20,72,0.98847,3.12,1.24,10.5,1,2.079441542,2
5474,4.486062684,6.8,0.19,2.4,4.9,0.047,199,60,0.99283,5.7,0.74,11,0,1.945910149,3
5475,2.843645012,14.8,1.51,0.66,8.5,0.036,46,579,1.02086,3.31,0.65,8.8,-1,1.945910149,2
5480,2.973441854,15.1,-0.18,0.4,11.9,0.196,244,208,0.94624,2.67,0.93,22,-1,2.079441542,2
5481,3.110779312,7.4,0.3,0.3,5.2,0.053,45,163,1.03097,2.42,0.45,10.3,0,2.079441542,2
5484,2.289568395,6.5,-0.66,0.36,-38.1,-0.323,-28,-310,0.99384,3.21,1.27,12.9,0,1.945910149,1
5494,4.572214909,0.6,0.16,0.34,-31.9,0.029,26,90,0.96491,3.88,0.7,10.1,2,1.791759469,2
5495,1.935865855,11,-0.01,0.5,1,0.127,63,493,0.99212,2.31,0.45,10.1,-1,1.945910149,1
5497,3.525243376,6.5,-2.68,0.33,8.75,0.035,-28,181,0.9962,2.93,-0.27,10.7,0,2.079441542,2
5499,2.745350796,7.1,0.26,0.29,12.4,0.044,80,240,0.96428,3.04,0.42,9.2,-1,2.079441542,2
5507,4.531892393,6.2,-0.51,1,7.1,-0.403,-195,-201,1.03226,3.36,1.62,13.4,0,1.945910149,3
5510,2.626502883,7.6,-0.88,1.31,-20.4,-0.523,68,143,0.9983,2.87,0.3,6,1,2.079441542,1
5515,4.413279848,6.5,0.14,0.64,36.2,-0.322,12,291,0.9972,3.05,0.39,11.3,0,2.079441542,3
5516,1.453656476,14.1,-1.87,0.55,8.7,0.038,49,495,1.01488,2.16,0.55,10,-2,2.079441542,1
5517,1.470263948,7.5,-0.18,0.59,11.8,0.046,48,78,1.02617,2.7,1.13,5.7,-1,2.079441542,1
5524,4.134148035,8,0.22,0.31,48.7,0.049,24,398,1.02065,3.1,-0.87,10.9,0,2.197224577,3
5530,5.097329294,7.8,0.53,-0.25,-54.8,0.076,17,31,1.00537,2.94,-0.05,10,2,2.079441542,3
5534,2.383773555,5.9,-0.73,-0.95,33.2,0.03,40,377,0.92014,3.37,0.46,12.1,-1,1.791759469,1
5543,1.989916041,7.4,-0.76,0.33,2,0.486,31,101,0.9931,2.81,0.74,9.9,0,2.079441542,1
5545,2.141474004,6.6,0.35,1.13,48.9,0.063,18,393,0.99099,3.1,3.78,9.4,0,1.945910149,1
5558,3.345026038,-1.5,-1.52,0.33,11.8,0.057,43,127,0.99693,3.67,-0.34,10,0,2.079441542,2
5562,3.893744299,8.2,1.395,-0.71,-37.5,0.329,26,168,0.99212,3.47,0.46,12.66666667,0,1.609437912,2
5573,6.618990375,-0.5,0.26,-0.12,10.8,-0.443,10,-88,1.01617,3.08,-0.69,7.9,2,1.945910149,4
5581,4.230851317,6.7,0.27,-0.17,51.7,0.176,263,106,0.99288,4.27,0.43,6.8,0,2.079441542,3
5583,5.386582235,5.9,0.28,0.14,38.5,-0.642,-236,435,1.00608,4.55,0.44,12.8,1,1.791759469,3
5587,4.249759804,10.3,-0.16,-2.98,58.8,-0.494,19,102,0.9894,3.01,0.41,8.2,-1,1.945910149,3
5589,1.170942177,7.9,1.42,-0.18,39.35,-0.381,13,106,1.00582,3.24,0.07,7.75,-1,2.197224577,1
5591,4.999430933,20.2,0.23,0.2,-43.7,0.898,-247,50,1.0015,3.15,0.06,12.6,1,2.397895273,4
5596,2.021616052,7.3,-0.34,1.29,9.9,0.467,250,161,0.9937,3.51,0.28,11.2,0,2.079441542,1
5606,4.173119857,13.9,1.14,0.16,4.1,0.035,26,155,1.02338,3.25,-0.84,9.3,0,2.079441542,3
5608,3.978090569,5.1,-1.15,0.25,1.6,0.601,264,115,0.9921,3.39,-0.05,10.9,1,1.945910149,2
5611,2.905237611,15.3,0.3,1.79,64.4,0.511,44,163,0.9895,2.75,1.4,15.1,-1,1.945910149,2
5612,3.925622626,7,-0.31,0.3,13.3,-0.028,46,300,0.99875,3.2,2.13,13.6,1,1.945910149,2
5614,4.564492153,6.5,0.26,0.32,-0.8,0.028,36,193,0.99076,3.27,1.97,14.9,0,1.945910149,3
5620,3.639772698,11.2,0.345,1.92,1,0.068,43,143,1.03638,3.5,0.4,10.9,0,1.791759469,2
5623,4.93208612,6.2,1.115,1.22,1.9,0.036,-89,117,0.98616,3.4,0.44,18.3,1,1.945910149,3
5624,2.25992927,12.8,0.61,1.07,-38.5,0.09,-185,87,0.99524,2.9,0.23,9.7,2,2.302585093,1
5626,4.824402416,17.4,0.27,0.46,9.7,0.048,89,-133,0.9974,3.8,0.59,9.6,2,2.197224577,3
5633,0.857056432,8,0.22,-1.11,-3.7,0.044,45,163,0.97479,3.21,-1.05,3.8,-2,2.197224577,1
5635,2.348584416,20.6,0.24,1.48,9.8,-0.026,20,46,0.9974,4.19,1.39,10,-1,2.197224577,2
5640,3.813718205,6.6,1.54,-0.07,1.3,-0.144,32,472,0.9916,2.57,0.42,10.7,1,1.945910149,2
5643,2.05345604,7.6,0.36,0.48,50.4,-0.205,112,143,0.98655,3.04,-0.51,9.2,0,2.079441542,1
5644,6.151982725,6.8,0.31,0.3,8,0.028,-37,122,0.99164,3.13,0.52,12.6,1,1.945910149,4
5653,5.008869362,6.2,0.37,0.42,42.5,0.036,15,70,0.96651,3.25,0.48,12.7,1,1.945910149,3
5663,4.382286183,7.1,0.22,-2.36,12.4,-0.51,-181,182,0.99391,2.56,-0.57,8.3,0,2.079441542,3
5664,4.623283998,-0.7,0.13,0.8,-50.9,0.047,-65,134,1.08029,2.22,0.97,9.8,1,2.079441542,3
5667,1.654398088,-3.6,0.16,0.29,1.8,0.122,-201,-117,0.98069,3.06,1.38,11.4,-1,1.945910149,1
5671,3.204876419,16.7,0.36,0.25,5.7,0.015,296,-15,0.94047,3.7,0.59,12.1,0,2.079441542,2
5673,3.229951736,6.6,0.38,-0.85,-33,0.061,-255,214,0.9976,4.08,0.56,7.7,0,1.945910149,2
5676,2.850068282,5.4,0.18,-1.32,-4.9,0.041,19,187,0.97276,3.42,0.4,9.4,-2,1.791759469,2
5678,1.349843775,0,0.01,0.54,2.7,0.105,5,133,0.9988,2.23,0.07,8.8,0,2.397895273,1
5698,1.424932029,7,0.18,0.34,39.3,0.125,12,136,0.9922,3.25,1.5,6.7,-1,2.079441542,1
5700,6.187820124,26,-0.36,-0.43,35.3,0.037,202,120,1.0277,4.33,0.69,10.6,1,1.945910149,4
5705,3.133010489,-2.2,0.32,-1.18,42.4,0.494,-471,183,0.97229,4.51,0.43,10.9,0,1.945910149,2
5706,4.237054016,7,-1.51,1.91,38.1,0.045,-358,550,0.94178,2.99,1.43,10.8,2,2.079441542,2
5711,2.662810896,1.8,0.27,-0.86,4.5,0.032,58,421,0.98956,2.92,0.31,12.6,0,1.791759469,1
5712,4.86064799,6.6,0.13,-0.06,7.1,0.058,47,-245,0.9946,3.15,1.46,8.7,1,1.945910149,3
5716,2.297133676,15.3,0.37,0.36,1,-0.138,17,30,1.0311,4.22,1.92,10.5,-1,2.197224577,2
5719,2.270556749,7.3,0.19,1.27,-9.7,0.057,-136,-153,0.99807,2.94,0.41,8.8,1,2.079441542,1
5725,1.534740791,10,-0.02,1.89,-27.25,0.042,127,151,0.9968,3.08,-0.2,3.7,-1,2.079441542,1
5728,6.561696386,-5,0.19,-0.1,1.2,0.122,45,378,0.94762,2.11,-0.91,14.2,2,2.079441542,4
5734,3.360068887,3,-0.46,-0.6,2.8,0.084,-120,122,0.9984,4.4,0.56,9.8,-1,2.302585093,3
5735,4.404449344,-0.9,0.2,0.69,-29.1,-0.45,37,375.5,0.96004,3.14,0.46,3.5,0,2.079441542,3
5743,2.099494033,6.6,-1.02,0.36,-52.3,-0.028,57,330,0.99604,3.4,-2.24,9.6,-1,1.945910149,1
5754,1.814422666,-2.2,2.11,0.26,-14.4,0.038,18,97,0.99477,3.36,0.46,7.6,-1,1.791759469,1
5755,1.620472611,14.1,0.81,-0.67,-31.3,-0.072,16,-58,0.9936,3.15,0.45,10.4,0,2.197224577,1
5756,3.951720568,8,-0.42,-0.91,2.5,0.06,40,210,0.99316,3.67,-0.75,10,1,1.945910149,2
5766,2.547819711,-3.1,-2.12,0.8,6.7,-0.158,131,167,0.97762,3.87,0.11,5,0,1.945910149,1
5770,3.467580036,2.5,0.675,0.2,1.7,0.033,-161,-356,0.99002,3.34,0.48,9.8,0,1.791759469,2
5774,4.001142606,8.4,-1.685,-0.99,1.9,0.09,-240,-217,0.9965,3.19,2.2,6.3,0,2.197224577,3
5775,1.601394686,6.9,0.3,0.3,50.15,-0.199,-171,435,1.00024,3.07,0.32,12.7,-1,2.079441542,1
5776,3.390760484,6.3,0.24,1.75,1.6,0.057,48,-63,0.9934,3.45,0.7,16,0,1.945910149,2
5778,6.298068298,5.6,1.2,-0.87,29.8,0.037,-167,-18,0.99268,3.25,0.99,16.4,1,1.791759469,4
5786,2.574128278,8.4,0.18,-0.5,-3.7,0.046,-36,31,0.9953,3.03,2.16,9.3,-1,2.079441542,2
5787,3.088964911,9,0.51,0.78,33.2,0.099,-152,795,0.99857,4.32,1.5,10.4,0,2.079441542,2
5791,4.560570826,6.9,0.51,0.23,-22.6,0.072,13,22,1.01594,3.4,-0.07,3.9,1,2.079441542,3
5794,3.386713295,5.8,0.15,-1.04,-59.1,0.037,301,119,0.96525,3.68,-0.16,10.2,-1,1.791759469,2
5803,2.544793282,8.8,-0.98,0.19,12.5,0.034,38,115,1.04362,2.24,0.43,-1.6,0,1.791759469,1
5804,2.702570611,0.2,0.28,0.27,10.3,0.025,26,108,0.95553,3.2,0.46,10.7,1,1.945910149,1
5808,2.009263366,7.9,0.29,0.39,-22.6,0.442,6,117,1.05606,2.87,0.42,10.7,1,2.197224577,1
5810,3.215383666,6.9,0.19,0.49,6.6,0.036,49,269,0.9932,3.38,1.06,17.4,0,2.079441542,2
5813,3.27906675,3.3,-0.83,0.27,-44.2,0.029,20,117,0.99048,3.21,1.48,15.9,0,2.079441542,2
5828,3.327600428,-3.1,-0.04,0.89,30.3,0.05,20,72,0.97146,3.43,-0.24,10.8,-1,1.791759469,2
5839,6.111458124,-1.5,0.16,0.24,70.2,0.009,180,361,1.02589,4.72,2.03,10.3,1,1.945910149,4
5842,4.113041909,3,1.37,1.2,7.8,0.14,14,130,0.96154,4.02,0.45,10.2,0,2.079441542,3
5843,1.40857349,11,1.66,-1.01,2,0.343,-259,18,0.9979,3.78,2.35,10.5,-1,2.48490665,2
5844,3.122037408,18.1,2.41,-0.07,4.7,-0.168,34,-108,0.9927,3.63,0.38,13.6,0,1.945910149,2
5847,1.772307498,9.2,0.23,0.42,74.5,0.042,-201,-239,0.96919,3.67,1.34,10,0,2.079441542,1
5851,1.591642367,5.7,1.42,0.25,18.4,-0.158,-234,182,0.99946,3.13,0.62,9.3,-1,1.945910149,1
5854,4.212304548,-6.4,-1.28,-0.56,-47.4,-0.169,-172,93,0.99456,3.4,0.59,5.6,-1,1.945910149,3
5857,3.119318007,6.5,0.23,1.87,37.1,0.621,-5,112,1.0056,4.31,0.54,3.2,0,1.945910149,2
5866,2.850424505,5.5,-0.21,0.25,24.2,0.265,198,118,0.98231,4.8,0.67,12.5,-2,1.791759469,2
5874,5.553212915,6.3,0.48,1.72,-22.9,0.06,-212,156,1.0308,3.79,0.07,9.4,0,1.945910149,4
5886,2.834296578,19.2,0.31,0.3,0.9,0.064,16,209,0.96336,2.83,1.46,5.3,0,2.197224577,2
5895,1.073055323,-2.5,0.33,0.49,2.6,0.13,27,294,0.9666,2.44,0.75,14.2,0,2.564949357,1
5897,2.154695215,9.9,0.2,0.22,1.3,0.194,25,503,0.99296,4.21,0.43,12.9,-1,1.791759469,1
5898,1.910015011,7.2,0.62,0.06,2.7,0.146,237,85,0.97266,3.51,0.23,6.3,0,2.079441542,1
5900,5.329135575,5.6,-1.14,0.26,5.7,0.642,12,-203,1.02393,2.48,1.26,18.1,1,1.791759469,3
5902,2.542975975,12.4,-0.32,0.07,30.7,0.1,20,57,0.99598,2.53,-1.43,11.7,1,2.079441542,1
5908,4.596600202,15.6,2.38,0.41,5.9,-0.408,-244,13,1.04312,3.96,1.25,11.6,0,2.302585093,4
5909,2.774807876,16.7,-0.99,0.22,31.1,0.377,1,505,1.01736,1.42,0.32,11.4,0,1.791759469,1
5912,6.328758604,6.9,0.2,0.37,59.7,0.027,24,495,0.96587,3.38,1.14,17.9,1,1.945910149,4
5913,1.826287438,8.4,-0.06,0.49,0.5,0.036,-107,-15,1.03836,3.2,0.27,5.8,0,2.079441542,1
5917,5.519886998,6.8,0.34,0.36,47.9,0.029,261,128,0.99318,3.26,0.35,11.95,0,2.079441542,4
5918,2.313869054,6.7,0.49,0.28,10.2,-0.318,161,115,1.03145,2.68,0.86,14.6,0,1.945910149,1
5921,3.507420019,8.6,1.49,0.42,-20.4,0.307,35,89,1.0064,1.02,0.58,15.1,-1,2.197224577,3
5931,1.8290252,-3.8,0.2,0.34,55,-0.503,-37,132,0.98993,1.95,0.42,11.7,-2,1.791759469,1
5942,3.714532115,15.1,0.28,0.34,3.6,0.04,50,572,0.98738,2.4,-2.16,17.6,0,1.945910149,2
5943,3.187766838,6.7,-1.11,-1.22,-36.7,0.038,83,181,1.01127,2.08,0.14,10.2,-1,1.945910149,2
5950,3.916420362,5.9,0.12,0.28,10.9,-1.023,24,95,0.99094,3.29,0.55,10.65,0,1.791759469,2
5954,3.722857678,2.1,-0.12,-0.15,2.2,0.088,-54,39,0.99692,4.5,0.83,8.2,0,2.302585093,3
5983,2.708513173,11.6,1.78,0.3,3.8,-0.223,34,-337,0.977,3.25,-0.44,7,-1,1.945910149,2
5995,2.498804055,5.1,0.52,1.31,2.7,-0.088,30,79,0.9932,3.32,0.53,9.3,0,1.791759469,1
6002,1.602991224,9,0.74,0.49,7.2,0.039,146,927,1.00675,2.94,1.9,10,0,2.302585093,1
6005,3.41403263,-0.8,0.2,0.3,4.7,0.041,67,148,0.9932,3.16,0.35,10.2,0,1.945910149,2
6009,5.952276586,8.3,1.01,0.34,-60.3,0.093,146,12,0.99408,2.98,1.98,12.4,2,2.197224577,4
6011,2.118315985,-4.7,0.37,2.63,12.4,0.39,-125,670,1.03238,3.35,-0.62,12.7,-1,1.791759469,1
6012,5.364570417,3.8,0.22,0.32,-0.3,-0.137,-20,-148,1.03442,3.08,0.6,11.3,0,2.079441542,4
6019,2.710772297,3.8,-0.22,0.48,39.1,0.631,66,655,0.9972,2.33,2.28,9.3,-1,2.079441542,2
6021,2.290096937,-1.4,0.36,0.14,34.3,0.627,35,401,0.9977,3.13,0.51,7.2,1,2.079441542,1
6029,5.031575928,15.9,0.23,0.29,2.3,-0.377,14,93,0.96338,3.1,0.58,5,1,1.945910149,3
6036,2.938645893,9.9,-0.01,0.38,1.5,0.103,47,400,1.03625,3.26,0.82,10.6,1,2.397895273,2
6037,2.196714748,6.7,-0.06,-0.3,-44.5,-0.15,240,486,0.95984,3.22,0.6,9.2,0,2.079441542,1
6038,0.842397262,9.1,0.28,0.48,-16,0.067,36,-754,0.9967,2.73,1.04,10.6,-1,2.302585093,1
6043,1.523112977,9.1,-0.72,-1.47,15.7,-0.486,15,33,1,3.77,1.85,10.2,1,2.564949357,1
6045,3.747448839,8.6,1.38,0.36,1.8,0.495,-127,55,0.9956,3.25,1.49,14.5,0,2.197224577,3
6047,1.437102486,10.7,1.04,0.3,13.1,0.466,35,-185,0.92797,3.04,-0.71,15.3,-1,2.079441542,1
6048,2.272898085,7.4,1.52,-0.23,2.2,-0.794,162,100,0.9904,3.22,0.27,10.6,0,1.945910149,1
6061,3.879680376,5.6,-0.65,1.07,1.35,0.043,470,28,1.02641,3.23,0.53,10.3,0,1.791759469,2
6063,2.130849162,10.1,0.07,0.3,35.3,0.047,17,236,0.95706,3.22,0.71,1.9,1,2.197224577,1
6064,4.706760646,16.5,1.63,1.78,20.8,0.035,-39,184,1.04902,3.7,1.09,10.8,1,1.945910149,3
6068,4.613177345,-0.5,-0.56,1.53,2.8,0.382,40,-57,0.99159,2.96,0.63,15.9,0,1.945910149,3
6069,2.874645642,11.1,-0.035,-0.12,2.1,0.649,-251,25,0.99606,3.5,1.24,9.7,0,2.079441542,2
6070,3.306366746,-2.2,0.3,-0.91,-0.3,-0.508,46,165,1.00665,0.6,0.4,8.7,0,2.079441542,2
6071,5.214974947,-4,-0.55,0.7,3.95,-0.35,56,142,0.98302,2.46,0.65,10.6,1,1.945910149,3
6074,4.438712622,3.3,0.21,1.12,-43.05,0.042,41,67,0.9997,3.28,2.85,9.8,0,1.945910149,3
6079,2.908812605,13.9,0.2,0.38,22.5,0.948,416,-339,0.9781,3.15,0.37,5.1,0,2.079441542,2
6082,2.102652818,6.9,0.86,-0.61,30.6,0.036,97,121,0.9926,3.42,2.12,10.8,0,1.945910149,1
6088,4.561864963,13.2,-0.12,0.08,34,0.266,248,164,0.99376,3.56,1.42,9.2,0,1.945910149,3
6094,1.757992845,7.7,1.62,0.36,25.4,-0.119,266,46,0.9971,3.24,2.41,8.1,0,2.079441542,1
6095,4.612003205,4,0.46,0,1.9,0.587,25,-227,1.00685,3.5,1.89,14.7,0,1.791759469,3
6098,1.852215473,7.6,0.21,0.6,-102.8,0.046,151,165,0.9936,5.36,0.24,4.1,0,2.079441542,1
6102,3.449191436,11.8,0.24,0.33,12.3,0.046,31,145,0.9983,2.88,-1.13,9.5,0,1.945910149,2
6105,5.068393898,14.1,0.26,0.13,4.5,-0.891,-208,116,0.918,3.42,0.9,13.7,0,1.791759469,3
6113,4.994903445,3.4,0.22,0.56,-26.4,0.545,-205,39,0.97595,3.23,2.08,9.5,1,2.397895273,4
6116,2.076961344,12.1,-0.46,1.07,2.6,-0.043,26,-174,0.92169,4.07,0.85,15.6,0,2.079441542,1
6120,2.560911331,5,0.47,0.4,31.5,-0.348,-223,315,1.00057,3.32,0.47,11.8,0,1.791759469,1
6121,1.81938741,11.7,0.32,1.91,7.9,-0.424,53,-114,1.03705,3.14,0.5,14.5,-1,1.945910149,1
6126,2.495727864,8.7,0.23,1.89,-56.6,0.054,136,-103,0.9924,3.6,-0.02,10.8,-2,1.945910149,2
6144,2.573609773,11.5,0.315,1.5,56.6,0.281,5,-130,0.9987,3.33,0.7,9.2,1,2.48490665,2
6145,3.39129537,7.4,1.52,0.35,6.1,-0.322,10,-108,0.99244,4.04,0.52,12.5,1,2.079441542,2
6153,1.780206373,3.5,1.89,0.07,2,0.759,-154,95,1.00801,2.85,0.56,18.9,-1,1.791759469,1
6156,3.27633506,14.3,0.29,0.67,69.2,-0.442,248,525,1.04345,2.9,0.53,6.5,0,2.079441542,2
6159,4.021990417,8,-0.05,0.63,46.4,0.044,-140,163,1.01555,4.14,0.69,15.4,0,2.197224577,3
6162,2.467903048,2.1,0.27,0.19,5,0.236,-256,114,1.03086,3.25,0.57,8.6,1,1.945910149,1
6184,1.998669932,-4.7,-1.31,1.89,27.2,0.039,-99,110,0.95784,4.36,-0.62,12.3,-1,1.945910149,1
6188,2.014920747,15.6,0.24,0.41,-34.4,0.046,64,145,0.9998,3.06,0.39,14.3,0,2.079441542,1
6189,2.729760181,0.7,-0.03,-2.6,40.4,0.937,-42,169,1.04738,2.96,-0.26,6.4,-1,1.945910149,2
6191,1.193882375,8.2,0.5,0.35,44.8,0.027,-168,127,0.9976,2.23,1.83,12.1,-1,2.197224577,1
6211,4.507207159,8.2,0.18,0.31,1.8,0.039,96,249,1.01279,3.07,0.52,9.5,1,2.197224577,3
6216,3.072424028,1.3,0.83,0.29,2.4,-0.118,-71,119,1.003,3.03,0.33,12.9,0,2.079441542,2
6218,3.078847899,7.6,-2.47,0.22,24.5,0.203,57,286,0.95089,3.71,-0.24,9.3,-1,2.079441542,2
6222,2.828384869,10,0.13,-0.67,-21.4,0.044,50,152,0.9934,3.45,0.98,6.3,0,2.197224577,2
6235,2.964585842,2.8,0.12,-0.15,5.2,-0.209,38,57,1.04345,2.48,0.67,10.1,-1,1.945910149,2
6245,2.720561186,0.9,-1.08,-0.42,-32.6,0.055,45,-219,1.00382,3.68,0.52,9.2,-1,2.079441542,2
6248,2.973668913,7.8,0.25,0.34,13.7,0.044,11,184,1.01483,3.3,2.16,5.1,0,2.079441542,2
6253,2.800295231,17.8,0.32,-0.63,2.3,0.036,56,153,0.9978,4.28,0.97,9,0,2.197224577,2
6256,5.081409239,10.4,0.48,0.44,22.2,0.071,21,68,0.9992,4.2,-0.4,3,1,2.397895273,4
6257,3.152710073,-3,1.14,0.07,8.25,0.013,37,212,1.04145,3.04,0.35,7.3,1,2.197224577,2
6259,3.220931014,6.7,1.74,1.36,1.4,0.106,22,36,0.95254,4.26,-1.2,8.7,-2,2.079441542,3
6266,3.897193597,16.4,0.19,-2.81,60.5,-0.187,63,143,0.9912,2.54,0.62,8.8,1,1.945910149,2
6268,3.183082801,13.8,-1.06,1.19,-36.6,0.046,35,-57,0.9946,3.33,1.52,9.4,0,2.079441542,2
6275,1.070703204,15.1,0.3,0.49,40.6,0.445,17,105,0.95208,3.73,-0.62,12.4,-2,2.079441542,1
6280,2.634265397,5.8,0.45,0.27,20.8,0.081,190,-230,0.9914,3.07,0.42,24.3,0,1.791759469,1
